2300,0.0023,345821.3
2310,0.00231,343371.1
2320,0.00232,342789.8
2330,0.00233,340703
2340,0.00234,338413
2350,0.00235,335963.6
2360,0.00236,332146.5
2370,0.00237,329949.6
2380,0.00238,325380
2390,0.00239,320205.7
2400,0.0024,316375.2
2410,0.00241,312191.8
2420,0.00242,307045.3
2430,0.002466,284499.8
2440,0.002566,242243
2450,0.002666,203207.5
2460,0.002766,170977
2470,0.002866,143218.2
2480,0.002966,120980.9
2490,0.003066,103367.3
2500,0.003166,101325
2510,0.003266,101325
2520,0.003366,101325
2530,0.003466,101325
2540,0.003566,101325
2550,0.003666,101325
2560,0.003766,101325
2570,0.003866,101325
2580,0.003966,101325
2590,0.004066,101325
2600,0.004166,101325
2610,0.004266,101325
2620,0.004366,101325
2630,0.004466,101325
2640,0.004566,101324.6
2650,0.004666,101310.3
2660,0.004766,101272.5
2670,0.004866,101164.3
2680,0.004966,99700.94
2690,0.005066,97756.05
2700,0.005166,95625.77
2710,0.005266,93348.01
2720,0.005366,91023.88
2730,0.005466,88718.83
2740,0.005746,82783.26
2750,0.006746,67876.23
2760,0.007746,57590.93
2770,0.008746,99379.79
2780,0.009746,101325
2790,0.010746,101325
2800,0.011746,101325
2810,0.012746,101325
2820,0.013746,101325
2830,0.014746,99802.01
2840,0.015746,94760.98
2850,0.016746,93534.59
2860,0.017746,95813.38
2870,0.018746,100789.2
2880,0.019746,101325
2890,0.020746,101325
2900,0.021746,101325
2910,0.022746,101325
2920,0.023746,101325
2930,0.024746,100810.4
2940,0.025746,98785.17
2950,0.026746,98531.76
2960,0.027746,98984.12
2970,0.028746,100376.5
2980,0.029746,101325
2990,0.030746,101325
3000,0.031746,101325
3010,0.032746,101325
3020,0.033746,101325
3030,0.034746,101325
3040,0.035746,100739.4
3050,0.036746,100149.1
3060,0.037746,100112.7
3070,0.038746,100235.2
3080,0.039746,100915.3
3090,0.040746,101325
3100,0.041746,101325
3110,0.042746,101325
3120,0.043746,101325
3130,0.044746,101325
3140,0.045746,101325
3150,0.046746,101103.2
3160,0.047746,100686.1
3170,0.048746,100641.4
3180,0.049746,100694.8
3190,0.050746,101054.5
3200,0.051746,101325
